TIMESLICE,YEAR,TECHNOLOGY,MODE_OF_OPERATION,REGION,VALUE
SN,2016,NGCC,1,SIMPLICITY,0.11968420715999999
SN,2016,TD,1,SIMPLICITY,0.11968420715999999
SN,2017,GasExtraction,1,SIMPLICITY,0.24554021128
SN,2017,NGCC,1,SIMPLICITY,0.12326315834
SN,2017,TD,1,SIMPLICITY,0.12326315834
SN,2018,GasExtraction,1,SIMPLICITY,0.28579957608999995
SN,2018,NGCC,1,SIMPLICITY,0.14347368756
SN,2018,TD,1,SIMPLICITY,0.14347368756
SN,2019,GasExtraction,1,SIMPLICITY,0.30498568191000003
SN,2019,NGCC,1,SIMPLICITY,0.15310526672
SN,2019,TD,1,SIMPLICITY,0.15310526672
SN,2020,GasExtraction,1,SIMPLICITY,0.32385726358999994
SN,2020,NGCC,1,SIMPLICITY,0.16257895073
SN,2020,TD,1,SIMPLICITY,0.16257895073
SN,2021,GasExtraction,1,SIMPLICITY,0.35468084589
SN,2021,NGCC,1,SIMPLICITY,0.17805263378000002
SN,2021,TD,1,SIMPLICITY,0.17805263378000002
SN,2022,GasExtraction,1,SIMPLICITY,0.37009262871
SN,2022,NGCC,1,SIMPLICITY,0.18578947114
SN,2022,TD,1,SIMPLICITY,0.18578947114
SN,2023,GasExtraction,1,SIMPLICITY,0.39693221357999997
SN,2023,NGCC,1,SIMPLICITY,0.19926315451
SN,2023,TD,1,SIMPLICITY,0.19926315451
SN,2024,GasExtraction,1,SIMPLICITY,0.40940842110000003
SN,2024,NGCC,1,SIMPLICITY,0.20552631491000004
SN,2024,TD,1,SIMPLICITY,0.20552631491000004
SN,2025,GasExtraction,1,SIMPLICITY,0.41999747545
SN,2025,NGCC,1,SIMPLICITY,0.21084210441
SN,2025,TD,1,SIMPLICITY,0.21084210441
SN,2026,GasExtraction,1,SIMPLICITY,0.43624799764
SN,2026,NGCC,1,SIMPLICITY,0.21899999828
SN,2026,TD,1,SIMPLICITY,0.21899999828
SN,2027,GasExtraction,1,SIMPLICITY,0.45302273506000007
SN,2027,NGCC,1,SIMPLICITY,0.22742105351
SN,2027,TD,1,SIMPLICITY,0.22742105351
SN,2028,GasExtraction,1,SIMPLICITY,0.46507957706
SN,2028,NGCC,1,SIMPLICITY,0.23347368149
SN,2028,TD,1,SIMPLICITY,0.23347368149
SN,2029,GasExtraction,1,SIMPLICITY,0.47577347279000004
SN,2029,NGCC,1,SIMPLICITY,0.23884210826000002
SN,2029,TD,1,SIMPLICITY,0.23884210826000002
SN,2030,Backstop,1,SIMPLICITY,0.22727317935
SN,2030,GasExtraction,1,SIMPLICITY,0.009492031668
SN,2030,NGCC,1,SIMPLICITY,0.0047650762901
SN,2030,TD,1,SIMPLICITY,0.0047650762901
SN,2031,Backstop,1,SIMPLICITY,0.23844999849999998
SN,2032,Backstop,1,SIMPLICITY,0.25014999996000004
SN,2033,Backstop,1,SIMPLICITY,0.25695000387
SN,2034,Backstop,1,SIMPLICITY,0.26379999611
SN,2035,Backstop,1,SIMPLICITY,0.27014999676
SN,2036,Backstop,1,SIMPLICITY,0.27774999721
SN,2037,Backstop,1,SIMPLICITY,0.28659999746000003
SN,2038,Backstop,1,SIMPLICITY,0.29519999775
SN,2039,Backstop,1,SIMPLICITY,0.304049998
SN,2040,Backstop,1,SIMPLICITY,0.31614999773
WD,2014,GasExtraction,1,SIMPLICITY,1.8569633517600002
WD,2014,NGCC,1,SIMPLICITY,0.9322105362899998
WD,2014,TD,1,SIMPLICITY,0.9322105362899998
WD,2015,GasExtraction,1,SIMPLICITY,1.8661894623899997
WD,2015,NGCC,1,SIMPLICITY,0.9368421064199999
WD,2015,TD,1,SIMPLICITY,0.9368421064199999
WD,2016,GasExtraction,1,SIMPLICITY,1.9072875855
WD,2016,NGCC,1,SIMPLICITY,0.9574736763899999
WD,2016,TD,1,SIMPLICITY,0.9574736763899999
WD,2017,GasExtraction,1,SIMPLICITY,1.96432168152
WD,2017,NGCC,1,SIMPLICITY,0.9861052796099999
WD,2017,TD,1,SIMPLICITY,0.9861052796099999
WD,2018,GasExtraction,1,SIMPLICITY,1.9998
WD,2018,GasImport,1,SIMPLICITY,0.286596630804
WD,2018,NGCC,1,SIMPLICITY,1.1477894762399998
WD,2018,TD,1,SIMPLICITY,1.1477894762399998
WD,2019,GasExtraction,1,SIMPLICITY,1.9998
WD,2019,GasImport,1,SIMPLICITY,0.44008548704999995
WD,2019,NGCC,1,SIMPLICITY,1.22484210354
WD,2019,TD,1,SIMPLICITY,1.22484210354
WD,2020,GasExtraction,1,SIMPLICITY,1.9998
WD,2020,GasImport,1,SIMPLICITY,0.59105812161
WD,2020,NGCC,1,SIMPLICITY,1.3006315904999999
WD,2020,TD,1,SIMPLICITY,1.3006315904999999
WD,2021,GasExtraction,1,SIMPLICITY,1.9998
WD,2021,GasImport,1,SIMPLICITY,0.83764672695
WD,2021,NGCC,1,SIMPLICITY,1.4244210436499998
WD,2021,TD,1,SIMPLICITY,1.4244210436499998
WD,2022,GasExtraction,1,SIMPLICITY,1.9998
WD,2022,GasImport,1,SIMPLICITY,0.9609410629499999
WD,2022,NGCC,1,SIMPLICITY,1.4863157868899997
WD,2022,TD,1,SIMPLICITY,1.4863157868899997
WD,2023,GasExtraction,1,SIMPLICITY,1.9998
WD,2023,GasImport,1,SIMPLICITY,1.1756576891400001
WD,2023,NGCC,1,SIMPLICITY,1.59410527353
WD,2023,TD,1,SIMPLICITY,1.59410527353
WD,2024,GasExtraction,1,SIMPLICITY,1.9998
WD,2024,GasImport,1,SIMPLICITY,1.27546737384
WD,2024,NGCC,1,SIMPLICITY,1.64421052917
WD,2024,TD,1,SIMPLICITY,1.64421052917
WD,2025,GasExtraction,1,SIMPLICITY,1.9998
WD,2025,GasImport,1,SIMPLICITY,1.3601798017499998
WD,2025,NGCC,1,SIMPLICITY,1.68673684278
WD,2025,TD,1,SIMPLICITY,1.68673684278
WD,2026,GasExtraction,1,SIMPLICITY,1.9998
WD,2026,GasImport,1,SIMPLICITY,1.4901840000299997
WD,2026,NGCC,1,SIMPLICITY,1.75200001581
WD,2026,TD,1,SIMPLICITY,1.75200001581
WD,2027,GasExtraction,1,SIMPLICITY,1.9998
WD,2027,GasImport,1,SIMPLICITY,1.6243818789
WD,2027,NGCC,1,SIMPLICITY,1.81936841163
WD,2027,TD,1,SIMPLICITY,1.81936841163
WD,2028,GasExtraction,1,SIMPLICITY,1.9998
WD,2028,GasImport,1,SIMPLICITY,1.72083663246
WD,2028,NGCC,1,SIMPLICITY,1.86778946904
WD,2028,TD,1,SIMPLICITY,1.86778946904
WD,2029,GasExtraction,1,SIMPLICITY,1.9998
WD,2029,GasImport,1,SIMPLICITY,1.80638777649
WD,2029,NGCC,1,SIMPLICITY,1.9107368405399998
WD,2029,TD,1,SIMPLICITY,1.9107368405399998
WD,2030,Backstop,1,SIMPLICITY,0.9093655543499999
WD,2030,GasExtraction,1,SIMPLICITY,1.9815880213799997
WD,2030,NGCC,1,SIMPLICITY,0.99477311274
WD,2030,TD,1,SIMPLICITY,0.99477311274
WD,2031,Backstop,1,SIMPLICITY,1.0230177546600001
WD,2031,GasExtraction,1,SIMPLICITY,1.85482926519
WD,2031,NGCC,1,SIMPLICITY,0.9311391767699998
WD,2031,TD,1,SIMPLICITY,0.9311391767699998
WD,2032,Backstop,1,SIMPLICITY,1.1732020347299998
WD,2032,GasExtraction,1,SIMPLICITY,1.73618099787
WD,2032,NGCC,1,SIMPLICITY,0.8715768002699998
WD,2032,TD,1,SIMPLICITY,0.8715768002699998
WD,2033,Backstop,1,SIMPLICITY,1.3021047098399998
WD,2033,GasExtraction,1,SIMPLICITY,1.57996062147
WD,2033,NGCC,1,SIMPLICITY,0.79315291011
WD,2033,TD,1,SIMPLICITY,0.79315291011
WD,2034,Backstop,1,SIMPLICITY,1.43741254437
WD,2034,GasExtraction,1,SIMPLICITY,1.41114843771
WD,2034,NGCC,1,SIMPLICITY,0.7084078521299999
WD,2034,TD,1,SIMPLICITY,0.7084078521299999
WD,2035,Backstop,1,SIMPLICITY,1.5690318477899998
WD,2035,GasExtraction,1,SIMPLICITY,1.2416830859399999
WD,2035,NGCC,1,SIMPLICITY,0.62333489361
WD,2035,TD,1,SIMPLICITY,0.62333489361
WD,2036,Backstop,1,SIMPLICITY,1.66790922573
WD,2036,GasExtraction,1,SIMPLICITY,1.16184083763
WD,2036,NGCC,1,SIMPLICITY,0.58325343549
WD,2036,TD,1,SIMPLICITY,0.58325343549
WD,2037,Backstop,1,SIMPLICITY,1.7911848302699998
WD,2037,GasExtraction,1,SIMPLICITY,1.0518078420299999
WD,2037,NGCC,1,SIMPLICITY,0.5280159931199999
WD,2037,TD,1,SIMPLICITY,0.5280159931199999
WD,2038,Backstop,1,SIMPLICITY,1.9162945513799998
WD,2038,GasExtraction,1,SIMPLICITY,0.93373518381
WD,2038,NGCC,1,SIMPLICITY,0.46874255439
WD,2038,TD,1,SIMPLICITY,0.46874255439
WD,2039,Backstop,1,SIMPLICITY,2.05066881261
WD,2039,GasExtraction,1,SIMPLICITY,0.80043004899
WD,2039,NGCC,1,SIMPLICITY,0.40182231375
WD,2039,TD,1,SIMPLICITY,0.40182231375
WD,2040,Backstop,1,SIMPLICITY,2.21104044051
WD,2040,GasExtraction,1,SIMPLICITY,0.66713034696
WD,2040,NGCC,1,SIMPLICITY,0.33490477284000003
WD,2040,TD,1,SIMPLICITY,0.33490477284000003
WN,2014,GasExtraction,1,SIMPLICITY,0.92848169254
WN,2014,NGCC,1,SIMPLICITY,0.46610526907999994
WN,2014,TD,1,SIMPLICITY,0.46610526907999994
WN,2015,GasExtraction,1,SIMPLICITY,0.9330947316299999
WN,2015,NGCC,1,SIMPLICITY,0.46842104880999996
WN,2015,TD,1,SIMPLICITY,0.46842104880999996
WN,2016,GasExtraction,1,SIMPLICITY,0.9536437906199998
WN,2016,NGCC,1,SIMPLICITY,0.47873684488999996
WN,2016,TD,1,SIMPLICITY,0.47873684488999996
WN,2017,GasExtraction,1,SIMPLICITY,0.9821608428899999
WN,2017,NGCC,1,SIMPLICITY,0.49305262414
WN,2017,TD,1,SIMPLICITY,0.49305262414
WN,2018,GasExtraction,1,SIMPLICITY,1.0002
WN,2018,GasImport,1,SIMPLICITY,0.142998315611
WN,2018,NGCC,1,SIMPLICITY,0.5738947393299999
WN,2018,TD,1,SIMPLICITY,0.5738947393299999
WN,2019,GasExtraction,1,SIMPLICITY,1.0002
WN,2019,GasImport,1,SIMPLICITY,0.21974273976
WN,2019,NGCC,1,SIMPLICITY,0.6124210597199999
WN,2019,TD,1,SIMPLICITY,0.6124210597199999
WN,2020,GasExtraction,1,SIMPLICITY,1.0002
WN,2020,GasImport,1,SIMPLICITY,0.29522905067
WN,2020,NGCC,1,SIMPLICITY,0.6503157871499999
WN,2020,TD,1,SIMPLICITY,0.6503157871499999
WN,2021,GasExtraction,1,SIMPLICITY,1.0002
WN,2021,GasImport,1,SIMPLICITY,0.41852337126999994
WN,2021,NGCC,1,SIMPLICITY,0.7122105302899999
WN,2021,TD,1,SIMPLICITY,0.7122105302899999
WN,2022,GasExtraction,1,SIMPLICITY,1.0002
WN,2022,GasImport,1,SIMPLICITY,0.48017053156999995
WN,2022,NGCC,1,SIMPLICITY,0.7431579018599999
WN,2022,TD,1,SIMPLICITY,0.7431579018599999
WN,2023,GasExtraction,1,SIMPLICITY,1.0002
WN,2023,GasImport,1,SIMPLICITY,0.58752884894
WN,2023,NGCC,1,SIMPLICITY,0.7970526286499999
WN,2023,TD,1,SIMPLICITY,0.7970526286499999
WN,2024,GasExtraction,1,SIMPLICITY,1.0002
WN,2024,GasImport,1,SIMPLICITY,0.6374336779099999
WN,2024,NGCC,1,SIMPLICITY,0.82210525484
WN,2024,TD,1,SIMPLICITY,0.82210525484
WN,2025,GasExtraction,1,SIMPLICITY,1.0002
WN,2025,GasImport,1,SIMPLICITY,0.67978989746
WN,2025,NGCC,1,SIMPLICITY,0.8433684232900001
WN,2025,TD,1,SIMPLICITY,0.8433684232900001
WN,2026,GasExtraction,1,SIMPLICITY,1.0002
WN,2026,GasImport,1,SIMPLICITY,0.74479199528
WN,2026,NGCC,1,SIMPLICITY,0.8759999982999999
WN,2026,TD,1,SIMPLICITY,0.8759999982999999
WN,2027,GasExtraction,1,SIMPLICITY,1.0002
WN,2027,GasImport,1,SIMPLICITY,0.8118909457199999
WN,2027,NGCC,1,SIMPLICITY,0.90968421713
WN,2027,TD,1,SIMPLICITY,0.90968421713
WN,2028,GasExtraction,1,SIMPLICITY,1.0002
WN,2028,GasImport,1,SIMPLICITY,0.8601183225999999
WN,2028,NGCC,1,SIMPLICITY,0.9338947416
WN,2028,TD,1,SIMPLICITY,0.9338947416
WN,2029,GasExtraction,1,SIMPLICITY,1.0002
WN,2029,GasImport,1,SIMPLICITY,0.9028938926699999
WN,2029,NGCC,1,SIMPLICITY,0.9553684188099999
WN,2029,TD,1,SIMPLICITY,0.9553684188099999
WN,2030,Backstop,1,SIMPLICITY,0.45481919564999995
WN,2030,GasExtraction,1,SIMPLICITY,0.99050796198
WN,2030,NGCC,1,SIMPLICITY,0.49724296203999996
WN,2030,TD,1,SIMPLICITY,0.49724296203999996
WN,2031,Backstop,1,SIMPLICITY,0.51166234534
WN,2031,GasExtraction,1,SIMPLICITY,0.9270928314899999
WN,2031,NGCC,1,SIMPLICITY,0.46540804632999994
WN,2031,TD,1,SIMPLICITY,0.46540804632999994
WN,2032,Backstop,1,SIMPLICITY,0.5867770152699999
WN,2032,GasExtraction,1,SIMPLICITY,0.86772145959
WN,2032,NGCC,1,SIMPLICITY,0.43560313654
WN,2032,TD,1,SIMPLICITY,0.43560313654
WN,2033,Backstop,1,SIMPLICITY,0.6512476901599998
WN,2033,GasExtraction,1,SIMPLICITY,0.7895707158999999
WN,2033,NGCC,1,SIMPLICITY,0.3963708416499999
WN,2033,TD,1,SIMPLICITY,0.3963708416499999
WN,2034,Backstop,1,SIMPLICITY,0.71892190563
WN,2034,GasExtraction,1,SIMPLICITY,0.7051220628799999
WN,2034,NGCC,1,SIMPLICITY,0.3539769312299999
WN,2034,TD,1,SIMPLICITY,0.3539769312299999
WN,2035,Backstop,1,SIMPLICITY,0.7847513022099999
WN,2035,GasExtraction,1,SIMPLICITY,0.62034799479
WN,2035,NGCC,1,SIMPLICITY,0.31141967148
WN,2035,TD,1,SIMPLICITY,0.31141967148
WN,2036,Backstop,1,SIMPLICITY,0.8342048242699999
WN,2036,GasExtraction,1,SIMPLICITY,0.5803957726099999
WN,2036,NGCC,1,SIMPLICITY,0.29136334435
WN,2036,TD,1,SIMPLICITY,0.29136334435
WN,2037,Backstop,1,SIMPLICITY,0.8958611197299999
WN,2037,GasExtraction,1,SIMPLICITY,0.5253404804199999
WN,2037,NGCC,1,SIMPLICITY,0.26372513447999996
WN,2037,TD,1,SIMPLICITY,0.26372513447999996
WN,2038,Backstop,1,SIMPLICITY,0.9584347486199999
WN,2038,GasExtraction,1,SIMPLICITY,0.46626481764999994
WN,2038,NGCC,1,SIMPLICITY,0.23406868770999997
WN,2038,TD,1,SIMPLICITY,0.23406868770999997
WN,2039,Backstop,1,SIMPLICITY,1.02564203739
WN,2039,GasExtraction,1,SIMPLICITY,0.39956996468
WN,2039,NGCC,1,SIMPLICITY,0.20058732611
WN,2039,TD,1,SIMPLICITY,0.20058732611
WN,2040,Backstop,1,SIMPLICITY,1.10585190949
WN,2040,GasExtraction,1,SIMPLICITY,0.33286966062
WN,2040,NGCC,1,SIMPLICITY,0.16710324729999998
WN,2040,TD,1,SIMPLICITY,0.16710324729999998
